content,sentiment
phew! i am MELTING!  stupid fan - you picked a good day to stop working,sadness
@meeshel that sucks.   did you save any of it?,sadness
bad grades again,sadness
@michelleweber  Been there and never at a good time   Your recourse is small claims or you can get a atty involved. But that is more $,sadness
no internet in my pocket   edge network down in denver  *sob*,sadness
@kdelbonis Well I can't get Cupcake because I can't connect to T-Mobile's network because my SIM card is corrupted,sadness
VCenter is screwing up on me today.  More specifically the MSSQL server that it connects to.,sadness
@iamlittleboots all my recording eqpmnts out. a full day 2 myself and minds gone blank. outfit for G-A-Y still nt arrived eitha,sadness
@alwaysmuah Hey Ruthie girl... u send me all these lovely twitts but never respond!  I'm hurt... how's Mikey and Dion?,sadness
heading up to the farm   dont want to i wanna stay here and talk with my boyfriend... STUPID MOM FOR MAKING ME GO UP &gt;.&lt;,sadness
@LolzyluvsJB Neither could i! And i looked on ebay and it was like 250 euro for two!!!! but i doubt my parents would fork that amount out,sadness
there's something about this area that makes my tonsils swell up everyday. i don't get it..  i feel slightly miserable. #FF done 4 now!!,sadness
@RetroBakery I would have to agree on the Bacon Cupcake... Would rather drive 2 the shop instead of 2 the office,sadness
"@nettagyrl What makes me sad is when I follow someone I converse with and have similar bios, but they don't follow me back!",sadness
"browsin thru the videos in my multiply and i saw the video u sang with my bf. i miss you, N. we all miss you. pls come back wherever u r.",sadness
Now I'm all sad because I'll probably never see Fleetwood Mac.,sadness
I feel guilty bc I think it's my fault the hard drive died,sadness
Could do with some messages to cheer me up  !!!!! @RobynLouise1993 @leahstakes @MissKeriBaby @jewlear @Celenko @sarahbeeny @Beverleyknight,sadness
is in the costume shop cleaning and STARVING. Bring me food???,sadness
"@PhilipHotchkiss Sorry, but I don't see a Twitter user named @TomClain",sadness
@IamChrisMann I'm just sick of stupid guys but for a moment u make me believe not all of them suck then I get back to reality,sadness
@thinkgeek curses upon the ridiculously slow internetz at work!  The dang image just now loaded...,sadness
@flyyKiDDangel lmao I need a shopping partner today.,sadness
"@LinkedInBrian Unfortunately, I will be nowhere near the beach. I have fam in that area, too.",sadness
darn it that was supposed to be a haiku but the formatting failed me.,sadness
Really wants to buy new clothes,sadness
walk was grand peeps lol feet are really hurting now thought  xx,sadness
How could they kill him? Hollyoaks made me sad.,sadness
i need to get my life together aka my apartment all cleaned and back how it was before my birthday,sadness
- me and my mom's cars were broken into.  I feel violated.,sadness
My car is in the car hospital for the nxt 7 days  I gotta go pick up a loaner car b4 6! Bein without wheels 4 7day will set me back heavy!,sadness
@tcwmatt oh no!!!  well..... When you get back lots of pictures!!!,sadness
"@cheetham Alas, we can't broadcast the lunches as we have no bandwidth in those rooms",sadness
I SO should've gone right now!!! *wish I could alter time!!  *,sadness
Tracy and Berwick breaks my achy breaky heart  They split ways in the hallways.,sadness
@deadlyknitshade  OOh but you soon get to meet the dung mice!!,sadness
"Awh, its the last day of the tour  I'll miss hangin w/@sendoutscuds and Children 18:3. Soooo...let's make it an awesome nite in OK!!",sadness
"@semipenguin they are gone after I restarted TwetDeck  , and I wanted to follow  the peeps that I got posted frommy friends :/",sadness
@Brookeleeadams Gutted you won't be on live office girls anymore,sadness
Taking my brother to the airport  Then gym.,sadness
@esatt you don't wanna see me while you're here?,sadness
just got home from school and from the wake of my friend's father.  so tired..,sadness
"is off to get her hair cut in the morning, and is not looking forward to spending a weekend alone",sadness
Life can get soo Dull sometimes what do you do when u have no 1 around  x,sadness
I'm too busy at work today...it is interferring with socializing,sadness
"Broke Up with girlfriend, FEELING Very lonely and heartbroken  Sad times guys (N)",sadness
@LolzyluvsJB Yeaa i'm so sad i've watched her live performances in Peru etc and they are EPIC!   I wish she'd just come to N.I! lol xo,sadness
the mall i once worked at has turned into a very depressing place,sadness
(@isabelmariee) oh snap,sadness
@daaku @danishk lol.. zzzzy in office and I'm alone in my bay again.,sadness
http://twitpic.com/66q88 - So....I don't have a PE  but I do have a Pocket Artoo!,sadness
it's raining..,sadness
@thewordaliveaz  I was SUPPOSED to be coming...life got in the way lol give my friends a wild time!!!,sadness
"@joinrick cool, not a big user of DM though",sadness
I really despair over the whole copyright situation http://bit.ly/yLY0I ~ being visually impaired means you don't deserve to read  #sccr18,sadness
I don't like waiting,sadness
tryin not to fall asleep at work...,sadness
My wife lost her sprint blackberry 8330 on a bike ride in AM.  Anyone have an extra BB laying around? retweet,sadness
@QueenBofMakeup I need to do some more post but I don't have time on this tour  ........... Apologies to all my supporters.,sadness
@jvfriedman can't! need to work on overtime project at lunchtime.    Sorry!,sadness
"So now, I have conjunctivitis in my left eye. Is this a sign of something? What did I do wrong to deserve this?LOL I'm dying people!",sadness
is very disappointed that cadbury chocolate blocks got smaller,sadness
Hicks are mean!,sadness
I miss my baby,sadness
@myhaloromance My camera is brokennn,sadness
@hippyofdoom I didn't even get a chance to shop @ Aldi!,sadness
@bunburyette Come online! I need someone to talk to,sadness
@Jenfidel Thanks I decided to just give up on my old HQ and go with this account. Scoundrels won,sadness
My back is killing me. Stupid softball,sadness
"Again, I'm stuck in traffic jams ... Somewhat starting to be the same situation every day. That's sad, really",sadness
Irony: Inventor of Ford Mustang can't keep his car   http://tinyurl.com/lpmvtk via @JeffHolton:,sadness
@morethanfine I wish we could make a quick trip to LA in July  I miss LA,sadness
@THE_WOCKEEZ @DonnieWahlberg Don't wanna miss ANY of your shows...you guys kick it! Sad to say...my plane is in the shop...,sadness
Conference call arranged for 4.30pm today just blew my leaving early out the window,sadness
@AyeshaM13 bored in class. I wanna go home.,sadness
@Subville ...snuggles you back......everyones telling me to get over it ...but ive had her 15 years  x,sadness
Why do you hurt me? Does it bring you joy to see me cry? You know I love you more then anything and yet u break my heart everyday!,sadness
"My feet are killing, I've walked miles in search of an art shop...doesn't seem like Ealing has one",sadness
RIP to officer Edwards. May GOD continue to bless his family. What's up wit cops killing cops. Seen the same thing happen on &quot;The WIRE&quot;.,sadness
I want to see Drag Me to Hell. But I get the feeling none of my friends will go w/ me,sadness
@agoodeye I am soooo disapoointed I couldn't make it  I will be there next time! Glad it was productive.,sadness
why does zero have to have thomas in it?,sadness
@frazzel It wouldn't let me download it cos it said I'm the UK. I had a little cry.,sadness
Ahhh I'm engulfed in shooooes. Who told me to buy so maany damn shoes,sadness
@hummingbird604 yeah it can be tough some times..,sadness
Another day in jury duty.,sadness
is very upset to see carys and donna go today    miss you both hugely already!!! (Yes ok its only been like 3 hours) haaa..waaaah,sadness
is sitting at home wishing that i didnt have to work today. ask for it off and still have to work,sadness
"I was so close into entering Pogue 's book today &quot; World according to twitter&quot; , yet now I seem so far.!!!!!!!!!!!!",sadness
On the road again. I miss my traveling traveling partner,sadness
i wish i could go to meet in the middle tomorrow.,sadness
@GatorsNow my feelings are hurt,sadness
Oh man....my fiance just got off work and I start mine in 1 hour....so not fair.....,sadness
@Lizzidoll I wish I was in va too,sadness
"@MikeandBobShow   Awww, that wasn't very nice.",sadness
Frank from UPS' last day today...  sad to see him go   best delivery guy EVER!  Hope the new guy is NOT a fucktard...,sadness
@jacobmaestas I don't think I'll ever have one of those again,sadness
@wethehunter there is no sun here in florida..it's all rainy and cloudy.,sadness
its so sad when the dad dies  hakuna matana it means no worries for...,sadness
@_supernatural_ http://twitpic.com/6695k - Awwww poor boys! *cries* So sad..,sadness
@andyjih Yep...sadly I only had 10 min before a meeting!,sadness
@ohitsbigron Dang... that IS disappointing,sadness
"TGIF.,..i wish that saying applied to me, but i work Saturdays",sadness
damn i miss my bf,sadness
@THE_WOCKEEZ I'm missin u guys by a day!! Ill b there tomorrow  butttt see u june 18th with the blockkkkk!!!!,sadness
"@anomalei Well, I'm glad I'm not the only one! Mine's so bad I'm having to resort to pulling out the old hairband disguises...",sadness
I'm going to stop tweeting and do my LSAT studying now.,sadness
"@glamorousamanda I wish i could have a pole, we got no space for it  maybe i should throw out some furniture and get a pole",sadness
what am I going to do without my @brandinmusic?!  SKYPE! haha,sadness
"I miss my Jeep  Now I have to bum a ride to the dreaded, horrid Walmart. Boo.",sadness
Damn fallout 3 is a hard game,sadness
@LiamJHayter  Chroma Key coolness ... When are the cumulus seminars going online couldn't see the live feed here,sadness
@freecitysoul my film didn't come out  the camera was broken. lamesauce.,sadness
"@lifeasiceyit Yessum.  We'll see how this year goes... maybe I can head back in Oct, when the rates go down. I wanted to go for my bday",sadness
I think I'm about to break my own heart. (as emo as that sounds)... meh.,sadness
dammit i cant watch stadium music,sadness
Laying in bed sore and snuggeling domino... I don't wanna work out today,sadness
@Jo_Saunders09 haha lol where have you been going?...I haven't really been out lol..I've been a hobbit..n my mums like keep revisin beck,sadness
It's raining  I can't go out to jogging... I have to do it in my house gym...,sadness
thought I was going to have a fun day,sadness
Felt one tooth without the braces bracket. I got soooo hype,sadness
this phyllis hyman unsung story is so SAD,sadness
at work with a HUGE headache,sadness
i feel like shit,sadness
@maximillian62 Oh dear... that's just... disturbing.   The coffee connoisseur in me just died a little.,sadness
Got people don't let me skip sci pratical becos skola is impt and dont waste my parents money.  Nt fair.,sadness
my knees are sore after physio,sadness
My coffee got cold blah!,sadness
i lost my phone.,sadness
Why Does She Keep Trying To Hurt Me? Aren't The Tears I've Cried In The Past Few Months Enough?,sadness
it is always sunny on days when i can't possible be outside.  life is out to get me,sadness
"@_katieedwards I can't yet back, I've run out of texts!  I'll ring you laters xoxo",sadness
@ingek73 I'm on blip but can't get it to work on me iPhone,sadness
Got people don't let me skip sci pratical becos skola is impt and cannot waste my parents money.  Nt fair.,sadness
Awww sunthings wrong w/ my ubertwitter last nite.,sadness
am about to sell my Medieval trading pavillion... v sad,sadness
Ordered a new computer! Unfortunately it won't get here until the end of June.,sadness
Two dozen roses sent  overnight and delivered this morning. Just found out the recipient is out of town!! Sad,sadness
Ewww just printed my new I.d badge thingie 4 work n eww my picture. I took so many n they were all ugly,sadness
@godiegogo12 well atm anyway i'm only managing cos i have no musical talent ps horrible thing to say bout rove,sadness
@mileycyrus yeah me too  but there isnï¿½t any prom here in germany although school is almost everywhere the same! ?,sadness
@JinxCat I have been failing at cooking lately  makin me sad. Duno how to cook for less than an army. I need to practice flour tortillas.,sadness
I need to get back into daily tweeting. This hiatus sucks  What also sucks is GSN interrupting shows while they're airing. &gt;_&lt;,sadness
god opened the clouds and said i hate you josh,sadness
@autismvox for me they're not,sadness
"omfg, my head",sadness
My job sucks!!!,sadness
@jodywhitesides So sorry I missed it!,sadness
Busy day! No time to tweet  Bmore what's happening this weekend?,sadness
missss my friends and plav  time for a long day of work hahah,sadness
so so tired..,sadness
@judez_xo they were so pretty and took like an hour to do  CAN I DO URSSSSS!,sadness
@ghostexecutive Bummer   was going to try and make it/ other commitments I'm afraid got into the way.  Next time hopefully-,sadness
is tired and sad,sadness
@Yurges loadsa shizze has happend  IM SO UPSET..,sadness
why does my life suck?,sadness
UGH! Poor Beautiful Girl. Went in for new tires and inspection sticker. Now there's a $590 repair and still no tires.,sadness
"FreeSat's coverage (Sky dish) is really, really bad at the moment, blocks all over the place, really annoying!",sadness
My computer died,sadness
Conference call with HP.  They gave me an invalid pass code so I can't attend,sadness
@DaneFiori The thought of splitting the estate is depressing of course! (KIDDING!) I don't like the thought of my parents dying,sadness
@Flickie I'm dead bored. but also dead poor! Student life is a piss take!,sadness
Massive headache,sadness
So annoyed I missed Mitch Benn @ Lemon Tree. damn you What's On!,sadness
oh no! I just crashed my ball pump,sadness
"Wish we had a garden so we could have a bbq tonight...  might set up a lounge bbq type thing, that'll work. #fridayfirehazzard",sadness
@brittanytastic aww  that's horrible! xD,sadness
OH. I am just so tired.,sadness
My poor phone is nekkid without its cover.,sadness
Well thats that then. Exam failed and bsc gone,sadness
"@ecorazzi Grrr, people suck. I cry when animals die on nature shows.  These people are sick. No hunting endangered species!",sadness
"@AnnieAreYouOhK No, it's annoying and makes us girls that follow sports and are knowledgable look dumb",sadness
Everything is annoying me today,sadness
@Alice286 lucky girl!!! I work all day tomorrow! and maybe even Monday!!,sadness
I need some cheering up,sadness
soo tired.. still kinda angry that i missed the concert,sadness
Stupid competition stuff keeps getting in the way  But I am going to get some words in today if it kills me   @heather_writes,sadness
leaving now  off to get my angry teethed pulled....,sadness
@Disney_Dreaming what?! miley's gonna quit hannah montana?...i don't wanna believe it!,sadness
@Nisher Yeah yeah? How the heck are you anyway? Sastch it up again this year? I had to bail out for lack of expenses,sadness
crying real tears,sadness
No launch today. Teacher changed plans and we watched a stupid move about tesla,sadness
my blow torch has broken  this is a REAL bummer,sadness
@Spiffums I wasn't near him.,sadness
My TI89 died. I don't know why.,sadness
So sad I'm going to miss seeing Pennywise again this year,sadness
@thejiggerjames  not the same.. Can we party tonight jig,sadness
Hates moving,sadness
"sooooo, i just dropped my phone.  don't text or tweet me, i'm currently banging my face against a spike covered poison ivy infested wall.",sadness
Missin my boo,sadness
Murray just got broken,sadness
"is enjoying a yummy salad, but missing her avocado  that's what happens when your husband does the grocery shop.",sadness
@roxeecruz ur linky no worky,sadness
listening through the Mendeed discog once again. I still think their disbanding is a loss.  #metal,sadness
My friends are mocking my weekend!  @JamesPMacDonald have they been talking to you?,sadness
you wanna know what's worse... my coworker just brewed a fresh cup of coffee and all I can think about is bacon,sadness
@TysonDueck Too bad.,sadness
@thodwris RIP Michael,sadness
Oww. Can't even describe how much my back hurts. Going to have to go to the stupid doctor.,sadness
@MynameisDon I ALWAYS miss out! I wont be able to commence in the foolishness til' the fall  But come fall I'll be visiting!! YAY!!,sadness
Aaaaahhhh.... Friday!!!! but.......     Funeral at 5,sadness
Sun has been making me happy =] Shame about work tonight  x,sadness
@Nobilis I feel your pain. Mine is the same way,sadness
Sad day in the office. Glad it's Friday. Like to get away from this for a while. Poor co-worker just lost her son.,sadness
Wishes she had a pool,sadness
Soooo not feeling well and I need to get out of bed,sadness
"well it's not done yet ! 1 more thing left huaaahhhhh ! jupaa, resaaaa awas kaliaaannn !",sadness
@chrlttgrc nope im nott! i was planning on doing but my aunties come over from america and we're havin this big family meal so i cant  xx,sadness
@feltbeats That's right... kick me when I'm down.,sadness
@TearlessPoet hmmm really??? that's weird idk about that one  sowwy,sadness
@Nic0pic0 Lots of things Nico. Gud news: I have a job Bad news: Its in the middle of nowhere. Got my phone 4 twitter but cnt play videos.,sadness
sourish limbs is preventing me from gg out on a friday. not happy. i haven't been on at 12am for a v long time...even more so on a fri,sadness
sick of math,sadness
@jferlee I didn't see it last night!  Oh well. But I HAVE to watch it in theaters. That's a MUST.,sadness
@jephjacques my three most hated words are &quot;see you monday&quot;,sadness
extremely bored.,sadness
The computer at work hates me.  have to call tech support. Again...,sadness
I wanna be out in the sunshineeeeeee,sadness
"@mrs_mcsupergirl ok, finished set u free, and i am sooooo mad rite now...it cant end like that, i dont want him to be the bad guy",sadness
workout stunk...no headphones.,sadness
"headache, headache, go away. come again another day....",sadness
i wish my drems could come true,sadness
im at home....on a friday night.  but it's all good!,sadness
"tired and bored, watching movies while i'm home alone",sadness
"Screw it goin back to bed,,ill just go tomorrow ,,,,,kinda sad",sadness
@tinylegacies *sighs* Ah well.  Maybe my second email will clear it up and get him approved.,sadness
i hate interviews. im going to do horrible today,sadness
@BrendonBudness unfortunatley it is the tooth kind of crown,sadness
@lexie_98 Kevin can't leave work until 2,sadness
Head ache  Tom's call time is really early because the shows will start at 2:30PM. Recovered like 150+ photos already... 700 more to go!,sadness
"@RoxieDax Ten hours ago, I was was sleeping, sorry.",sadness
is in route 2 da' beach! No sun yet,sadness
Aww nobody likes the album I posted after a million attempts  Boohoo,sadness
"I was supported to do things I didn't like,, n when I was about to do what I intrested in,, mom always refused it...",sadness
I really miss my phone  i cant wait till my new one comes,sadness
now the pic wont load up on twitter,sadness
@novemberlight I sometimes fail,sadness
@fossiloflife was being sarcy as usual,sadness
"@SpookyJenB @diver4skynsea Stop it, you are makin' me sad",sadness
bad hair day,sadness
@ToyStory2wasOk The party has to be moved to next weekend  ..stupid weather.,sadness
@sirhova I was supposed to go to philly as well....bailed out last minute,sadness
@Cinderell4 bad luck  oh well next time you will be more lucky...,sadness
"Really good concepts at #mozconcept. I *really* love to send something mine, but no time",sadness
Ugh - car got stolen sometime between yesterday evening and this morning when husband was due to go to work  Like we can afford this???,sadness
im sad about missing out on the opportunity to be in valencia's new video.,sadness
Leaving NOLA today  Counting down the seconds 'til I start crying. Love this place so much.,sadness
"@AliceS1 hey, I can't make it to Makers tonight",sadness
"@cbobcreson @silatjunkie  So, @kfrieze just pointed out to me that she has not been able to be involved in this convo for lack an iPhone",sadness
"It has been 24 hours now, since I had my dog put to sleep.  RIP my old friend.",sadness
"I wouldn't mind some sunshine and a walk. Where are you, summer??",sadness
@windycitypretty that is sickening... Just shoot at will? Smh... Prayers for his family...,sadness
"@Annie713 It's ugly and gray outside even in San Diego. Not too cold, will get to 70, but May-gray June-gloom for us all",sadness
Finally got a call for marriage counseling 3 days late....,sadness
Smart cars are the most worthless cars ever made. &amp; it makes me sad how many of them I see anymore.,sadness
"@mmitchelldaviss mitchell i tryed to add you on xbox live lastnight during when i was in your live show, but your friends list is full",sadness
"Gus, formally known as world's ugliest dog has died  We'll miss you, Gus http://bit.ly/exjcn",sadness
Finally sunny days and I'm too sick to go outside and play.,sadness
so freaking tired.  It's like my body refuses to move.,sadness
I fell! I think my knee is broken  but I look fabulous,sadness
now my ds just died  whatta letdown!,sadness
"@IzzyJ_Is_Here oh hun, i'm sorry... out of everything you've been through, the last thing you deserve is to be unhappy at home..",sadness
WALC-ers are you ready to cry? its going to be a long day of reminiscing,sadness
@banjoist123 may I ask what bluegrass means? Sorry in advance for looking a bit silly by asking,sadness
not long in from sunbathing and burnt,sadness
"@ShellyKramer I've had a fever for the past 48 hours. You should see me. I'm unshaven, puffy face and look pathetic!",sadness
"@morgret Probably not, kinda expensive and we have to work. Most people have off weekends, we work.",sadness
Headache,sadness
@devontebrown its cuz you love me. dont make me sad,sadness
NOO!! XBOX got red rings of death,sadness
favorite shirt ruined:death by bleach  #fb,sadness
Missed getting my &quot;Twilight&quot; jacket @ modcloth! Man I wish I didn't have long monkey arms and could of gotten the L instead!!,sadness
@joaniemaloney yep  which sucks because i thought somewhere it said it was..,sadness
Suddenly I remember all the memories with him  ohhh please,sadness
Paid all my bills only to go out to the mailbox to find more of them,sadness
No one wants to sit with me at lunch  I guess I'll just bury my head in my laptop and continue to be anti-social.,sadness
I think my book is gone forever... we mourn forever  SHIT!,sadness
is a failure,sadness
I misses my bed  so sleepy!,sadness
Earthlink says our modem is dead.  They want me to buy a new one or sign up for a one year contract ARGH!!!,sadness
Frustrated with copying 13Gigs across USB 1.1.Stupid old servers,sadness
Drag me to hell soundtrack from Christopher Young is delayed from june 2nd to july 7. That's SUCKS pretty bad.,sadness
"Ben &amp; Jerry's fail. Got email for free ice cream. Says click here to redeem coupon. When I click, I get error message  @cherrygarcia",sadness
Listening to Opeth. Trying not to think about missing their show in San Antonio. Failing,sadness
"Almost fell asleep under the hair dryer  so tired, feel like I'm going to puke",sadness
@eightwednesday @emilyhilleren I lost that membership when I got boosted to the 3 D club.  It's lonely.,sadness
"wow, I didn't realized that there is a limit to the &quot;more&quot; button. That sucks... I guess two days is the max to not sign in to twitter.  !",sadness
i need new running shoes!! my feet are completely torn up,sadness
@jkblacker Unfortunately I'm not @jamesog - someone's squatting on that,sadness
Young love comes to an end,sadness
im well bored  had a great half term and i dont wanna go back to school on monday :'( enjoying the hot weatler lo0l ;),sadness
Dang my own LDBF didnt give me a Follow Friday shot out,sadness
This is what I am drinking instead of beer: Airport is out of beer.. At least it is carbonated...  http://mypict.me/1Zu9,sadness
@xxxmaggie oh that sucks  I'm sorry.,sadness
i could tell its gonna be an angry day...,sadness
NW Macedonia: Few rainy days in a row.,sadness
I hate it when my sweetie has a bad day  http://tinyurl.com/lr22dj,sadness
"@verbs_n_nouns ikr? my parents take the cake tho, they don't grocery shop and they go out to eat all the time just them 2...",sadness
"@philispig  Is competition around the corner? if not take it slow for at least a week. Twisted my ankle back in jc, awfully painful.",sadness
@jmorgan0909 and I'm not getting another one ... There's only 1 alfie,sadness
@AC_1 welcome to the twitter world Andrew! tell david to have a twitter too haha just kiddin' i know he doesn't want to have one.. booo..,sadness
I think it's unfair I have to miss the sun  all places of work should be closed an writing essays should not be allowed when it's sunny!,sadness
headache,sadness
Co-worker's last day  we are going to miss her,sadness
Evermore &amp; End of Fashion rocks! My poor foot though! oww! injured my foot. not good. will be sore tomorrow.  details to follow  later,sadness
ughhh studying for finals i wish i could go to prom,sadness
Sometimes I forget that boys have feelings too,sadness
"I also think that I'm talking to myself now. Okay I need to get to bed. BTW, I miss my brothers.",sadness
"@tommcfly It's 12:30AM, @buonotomato stopped tweeting, my brain's not functioning. I wanna cry. Haha. Philippines tour, please?  Love ya!",sadness
ate all my chocolate,sadness
moving back home today. pro: obnoxiously closer to @thom1937 con: no more mpls runs/excursions for at least a year.,sadness
"@saxa246  ive been trying to get over her for years, its so hard to move on, when youre so in love..it sucks",sadness
@pairadocsdesign and Radio X 96.1 is going all sports next month. Radio is dead.  #grandrapids,sadness
(sigh) guess we're not gonna meet up today.,sadness
i DID argue with byron because he said im fat,sadness
Wish I was in Chicago.,sadness
So I slept 12 hrs! My body is aching,sadness
@erickadiaz I get to go to coffee now  It's no fun. I hate it too!,sadness
@billbathgate im not a doofus  it could happen wahhh!!! :'(!!!!!!!!!! im on my break!!,sadness
"@nikkibop and he's not even fat!!!! Huh, @freyalynn? He's just friggin huge!  I have a freak.",sadness
left the inn  now im at school. dang its straight up dead here!! [&lt;3Hannah],sadness
Blah to car repairs... almost 600 dollars...   Shopping around for a better deal.,sadness
@hootsuite  Darnit.  See what happens when I avoid teh interwebs for work.,sadness
my apartment is emptying out more &amp; more each day.. so sad.. last week at 2000,sadness
@alyssa133 awww i'm sorry  what kind of fish did you have?,sadness
Why are some guys so stupid? They have no idea what to do with a good girl who actually cares about them..so sad,sadness
"@simonprobert yep, supposed to last all weekend. filthy weather",sadness
heading to the dmv to pay them my hard-earned money,sadness
How do you forgive yourself for hurting the one you love the most?,sadness
@MattyP_654  it's this damp weather...,sadness
@scarletty24 i know.. i suck.. i'm a master procrastinator  ... you guys don't have too much fun without me,sadness
last day off... back to work tomorrow,sadness
wishing i was on a beach right now!!,sadness
Is not a happy bunny,sadness
"@Lesley_M Melted maybe 2 square inches of skin. Ran it under cold water for a min or two and then iced until the ice melted. Now, hurts",sadness
"Tbh having no credit in your phone sux. i cant even text people to see what's happening, like its totally grrrsville",sadness
@MrsWilliams @Timperator fï¿½hlt sich ganz so an #montezuma #iphone,sadness
it will be my second year that i will not be there,sadness
@FRANK_URQUIDEZ I MISS U,sadness
43416 I miss you so much my heart is aching without you bub  http://is.gd/Ja9I,sadness
being far too vigorous with pruning and regretting the removal of too many cucumber flowers off cucumber plant.,sadness
"@tommcfly Tom , today my school played POV at the break , and I almost cryed !  your show in sao paulo is today ! I wish i could be there!",sadness
oh i just check my stock port. My marketing was unable to buy me TICON at best price,sadness
"@cameronmarion me too  no one even liked my answers to life last night, pshh",sadness
@JHall510 I'm good just bored at work,sadness
"Oh PW, you done me wrong. The signing time in ur children's article are all wrong...and no Neil Gaiman?! You tease me.  #bea",sadness
"Jeff can't get his visa in time to come visit me!    I'm so sad.  In other news, I'm going to Lapa tonight to samba the night away.",sadness
sooo tired of this cubicle,sadness
laying in bed listening to opticon. i miss joe veneck,sadness
"when i cheered,i yelled SHAKE THESE at the end of a chant and did the suck it &quot;X&quot; and got suspended &amp; had to give a public apology,lol",sadness
@redhalo_pax goddamn   that fucking sucks *hugs*,sadness
Will miss my baby for 2 days,sadness
"I'm so tired idk what 2 do...and I have 2 much 2 do ...church 2 nite, gotta write sermon, wash &amp; flat iron hair, eat! so so much 2 do",sadness
at wk wishin I was at Annies grad ceremony but coodnt becuz of sumthin I dnt care to mention... sooo sad,sadness
It looks like the office TV DOES get MLB Network... and it looks like MLBN will NOT be televising the DET/BAL game today  #wieters,sadness
"Had drums, but they where made up of other peoples sets, so, had to give them all back",sadness
its freezing cold! i cant function right in this type of weather. starving to the max,sadness
Legs are hurting because I was standing up all day.,sadness
I gave my brother a hug good-bye.. as he took a load of furniture away from the house. He took the mattress I like,sadness
"@Rumpelwald : ne, muss noch 2 Woche warten",sadness
@saynerd01 @ericajo42   GRR! my stupid meebo is disconnecting me every 5 seconds,sadness
Super pumped to do the &quot;Relay for Life&quot; tonite. I am walking in honor of my sweet Grandpa '06 and my Uncle Howard who past just yesterday,sadness
"I miss the old... HA, HA. I can't tell that person's name.",sadness
i'm freezing in math class!,sadness
Gah! Buddy K is a must hang with person right now I miss him.  Along with Parker and McPhee.,sadness
I have a feeling today is going to be very boring ! Work @ 3  till 9:30,sadness
Been working on my freakin' computer trying to save stuff on a harddrive and it seems I failed miserably.,sadness
"Kerry threw a ball at Anand; it bounced off his head, landed on my lunch and it exploded everywhere.",sadness
taking care of sick children,sadness
I have tummy ache.  Probably not helped by eating /that/ many tic tacs.,sadness
@msignorile  Weather sucks up here,sadness
back to work,sadness
Got my hair cut. Great.  stupid gum.,sadness
my computer at work is not working...booo... need a new one!  TGIF!,sadness
Regrettin some of the decisions I made,sadness
@jessner12 you suck majorly  i'm swamped...so why am I on twitter...I don't know...but still  a golf tournament?,sadness
@BrentO She! Maybe that was our first mistake.  Not everyone is as cool as @sqlfool  (brown nose moment),sadness
at work and it sucks big time,sadness
"Saying goodbye to a good trusted friend today. Goodbye free Sky TV, you were the best friend anyone could have had.",sadness
Crappy Day...,sadness
"has the urge to go shopping.hmmm but i've got no money,how?",sadness
"Well poop, my guitar lesson was canceled today  I'm so sad. I hope his son feels better soon tho.",sadness
@pilarlovesyou  i love you. don't leave me!,sadness
Shaw guys are over when I want to be sleeping,sadness
my tummy hurts,sadness
@Hi_Im_Chris and i cant get to mine  keep getting an error,sadness
Was talking to Vincent  Miss him so baadly.,sadness
Mourning Venus' Third Round Loss....,sadness
@jonkragel I have been sick for like 5 days now...,sadness
@Cece602 no it's just going to be me we couldn't come up with enough money to get his ticket,sadness
i failed at cutting and peeling the mangoes  hah. it was weird trying and my father did it like it was nothing.,sadness
isn't lookin 4ward 2 work 2mz.. n if its gna b like 2day-weatherwise- itl b even worse  xo,sadness
@joycewaddle like almost above my sholders,sadness
@melissajeanine ew.  sorry zach,sadness
@LindseyNHess I agree 100^%! It's a great day! If only I had a window to see it...,sadness
"Trip to DC next week canceled.  So, no Artomatic or beer with @genehack.",sadness
"I'm going on an excursion this week, so I won't be twitting....",sadness
@paulo_one yes it went down smooth! Too bad I have to get back to work though  how are you enjoying your Friday?,sadness
"@MouseGoesSqueak ahhhh.same here with Geometry, like i said b4, if i didn't have it, i would be graduated!! so i feel ur pain hun!",sadness
I can't comment directly to someone...... and I'm here all alone,sadness
i hate getting put on steroids. my face,sadness
@scavengerlor LoL Clever I'm Extremely Jealous Of The Amount Of Followers You Have  I Only Have 24,sadness
"@SaschaIllyvich i guess that means you didn't beta-read either of my stories, huh?",sadness
We are so sad the beautiful Marisa dresses are leaving today (tear),sadness
Refusing to accept that the US holiday is over. Heading to Woodies Longboard  Diner in um ... Hove...,sadness
"just got back home, shit.. again meeting tmrw,staying at sea view, i even dont my fresh undergarments  tiring, 13 hrs working days",sadness
Manchester was wayyyyy to busy!  so warm today also! :'(,sadness
"i lost friends, when i didnt do anything",sadness
Day off with nothing to do,sadness
bad day,sadness
Wish I was eating lunch w/ @laddiecatherine and @ophieracine,sadness
"@Christy_Edmonds Oh, I'm sorry   You'll have lots of fun though, should be a great time!",sadness
"I kno I'm behind the times on this one, but I just learned that Troy &quot;t-bag&quot; Dixon died back on dec. 8th 2008. RIP Troy.",sadness
"@sarahbellafina sleep? I need to go to my mums but by the time I get there, Clara will be in bed",sadness
Just burned my tongue!!,sadness
is sad cuz my mommy leaves to indy today,sadness
